Id;WarehouseId;WarehouseUnbCode;WarehouseName;MapType;Type;Value;GenericValue;;;;;;
1119;393;21;CD Rosario II;2;7;0;0;;;;;;
1120;393;21;CD Rosario II;3;7;0;0;;;;;;
1121;362;19;CD Tucuman;0;5;0;False;;;;;;
1122;362;19;CD Tucuman;1;5;0;False;;;;;;
1123;362;19;CD Tucuman;2;5;0;False;;;;;;
1124;362;19;CD Tucuman;3;5;0;False;;;;;;
1125;362;19;CD Tucuman;0;6;0;0;;;;;;
1126;362;19;CD Tucuman;1;6;0;0;;;;;;
1127;362;19;CD Tucuman;2;6;0;0;;;;;;
1128;362;19;CD Tucuman;3;6;0;0;;;;;;
1129;362;19;CD Tucuman;0;7;0;0;;;;;;
1130;362;19;CD Tucuman;1;7;0;0;;;;;;
1131;362;19;CD Tucuman;2;7;0;0;;;;;;
1132;362;19;CD Tucuman;3;7;0;0;;;;;;
1133;392;11;CD Neuquen;0;5;0;False;;;;;;
1134;392;11;CD Neuquen;1;5;0;False;;;;;;
1135;392;11;CD Neuquen;2;5;0;False;;;;;;
1136;392;11;CD Neuquen;3;5;0;False;;;;;;
1137;392;11;CD Neuquen;0;6;0;0;;;;;;
1138;392;11;CD Neuquen;1;6;0;0;;;;;;
1139;392;11;CD Neuquen;2;6;0;0;;;;;;
1140;392;11;CD Neuquen;3;6;0;0;;;;;;
1141;392;11;CD Neuquen;0;7;0;0;;;;;;
1142;392;11;CD Neuquen;1;7;0;0;;;;;;
1143;392;11;CD Neuquen;2;7;0;0;;;;;;
1144;392;11;CD Neuquen;3;7;0;0;;;;;;
1145;468;129;CDD-Caxias;0;2;0;False;;;;;;
1146;468;129;CDD-Caxias;1;2;0;False;;;;;;
1147;468;129;CDD-Caxias;2;2;0;False;;;;;;
1148;468;129;CDD-Caxias;3;2;0;False;;;;;;
1149;468;129;CDD-Caxias;0;3;0;true;;;;;;
1150;468;129;CDD-Caxias;1;3;0;False;;;;;;
1151;468;129;CDD-Caxias;2;3;0;False;;;;;;
1152;468;129;CDD-Caxias;3;3;0;False;;;;;;
1153;468;129;CDD-Caxias;0;4;0;true;;;;;;
1154;468;129;CDD-Caxias;1;4;0;False;;;;;;
1155;468;129;CDD-Caxias;2;4;0;False;;;;;;
1156;468;129;CDD-Caxias;3;4;0;False;;;;;;
1157;468;129;CDD-Caxias;0;5;0;False;;;;;;
1158;468;129;CDD-Caxias;1;5;0;False;;;;;;
1159;468;129;CDD-Caxias;2;5;0;False;;;;;;
1160;468;129;CDD-Caxias;3;5;0;False;;;;;;
1161;468;129;CDD-Caxias;0;6;0;0;;;;;;
1162;468;129;CDD-Caxias;1;6;0;0;;;;;;
1163;468;129;CDD-Caxias;2;6;0;0;;;;;;
1164;468;129;CDD-Caxias;3;6;0;0;;;;;;
1165;468;129;CDD-Caxias;0;7;0;0;;;;;;
1166;468;129;CDD-Caxias;1;7;0;0;;;;;;
1167;468;129;CDD-Caxias;2;7;0;0;;;;;;
1168;468;129;CDD-Caxias;3;7;0;0;;;;;;
1400;415;999;CDD-ZHB;0;0;0;False;;;;;;
1401;415;999;CDD-ZHB;1;0;0;False;;;;;;
1402;415;999;CDD-ZHB;2;0;0;False;;;;;;
1403;415;999;CDD-ZHB;3;0;0;False;;;;;;
1404;415;999;CDD-ZHB;0;1;0;False;;;;;;
1405;415;999;CDD-ZHB;1;1;0;False;;;;;;
1406;415;999;CDD-ZHB;2;1;0;False;;;;;;
1407;415;999;CDD-ZHB;3;1;0;False;;;;;;
1408;415;999;CDD-ZHB;0;2;0;False;;;;;;
1409;415;999;CDD-ZHB;1;2;0;False;;;;;;
1410;415;999;CDD-ZHB;2;2;0;False;;;;;;
1411;415;999;CDD-ZHB;3;2;0;False;;;;;;
1412;415;999;CDD-ZHB;0;10;0;False;;;;;;
1413;415;999;CDD-ZHB;1;10;0;False;;;;;;
1414;415;999;CDD-ZHB;2;10;0;False;;;;;;
1415;415;999;CDD-ZHB;3;10;0;False;;;;;;
1416;415;999;CDD-ZHB;0;3;0;False;;;;;;
1417;415;999;CDD-ZHB;1;3;0;False;;;;;;
1418;415;999;CDD-ZHB;2;3;0;False;;;;;;
1419;415;999;CDD-ZHB;3;3;0;False;;;;;;
1420;415;999;CDD-ZHB;0;4;0;False;;;;;;
1421;415;999;CDD-ZHB;1;4;0;False;;;;;;
1422;415;999;CDD-ZHB;2;4;0;False;;;;;;
1423;415;999;CDD-ZHB;3;4;0;False;;;;;;
1424;415;999;CDD-ZHB;0;8;0;False;;;;;;
1425;415;999;CDD-ZHB;1;8;0;False;;;;;;
1426;415;999;CDD-ZHB;2;8;0;False;;;;;;
1427;415;999;CDD-ZHB;3;8;0;False;;;;;;
1428;415;999;CDD-ZHB;0;9;0;False;;;;;;
1429;415;999;CDD-ZHB;1;9;0;False;;;;;;
1430;415;999;CDD-ZHB;2;9;0;False;;;;;;
1431;415;999;CDD-ZHB;3;9;0;False;;;;;;
1432;415;999;CDD-ZHB;0;5;0;False;;;;;;
1433;415;999;CDD-ZHB;1;5;0;False;;;;;;
1434;415;999;CDD-ZHB;2;5;0;False;;;;;;
1435;415;999;CDD-ZHB;3;5;0;False;;;;;;
1436;415;999;CDD-ZHB;0;6;0;0;;;;;;
1437;415;999;CDD-ZHB;1;6;0;0;;;;;;
1438;415;999;CDD-ZHB;2;6;0;0;;;;;;
1439;415;999;CDD-ZHB;3;6;0;0;;;;;;
1440;415;999;CDD-ZHB;0;7;0;0;;;;;;
1441;415;999;CDD-ZHB;1;7;0;0;;;;;;
1442;415;999;CDD-ZHB;2;7;0;0;;;;;;
1443;415;999;CDD-ZHB;3;7;0;0;;;;;;
1444;348;575;CDD-São Cristóvão;0;2;0;False;;;;;;
1445;348;575;CDD-São Cristóvão;1;2;0;False;;;;;;
1446;348;575;CDD-São Cristóvão;2;2;0;False;;;;;;
1447;348;575;CDD-São Cristóvão;3;2;0;False;;;;;;
1448;348;575;CDD-São Cristóvão;0;10;0;true;;;;;;
1449;348;575;CDD-São Cristóvão;1;10;0;False;;;;;;
1450;348;575;CDD-São Cristóvão;2;10;0;False;;;;;;
1451;348;575;CDD-São Cristóvão;3;10;0;False;;;;;;
1452;348;575;CDD-São Cristóvão;0;3;0;true;;;;;;
1453;348;575;CDD-São Cristóvão;1;3;0;False;;;;;;
1454;348;575;CDD-São Cristóvão;2;3;0;False;;;;;;
1455;348;575;CDD-São Cristóvão;3;3;0;False;;;;;;
1456;348;575;CDD-São Cristóvão;0;4;0;true;;;;;;
1457;348;575;CDD-São Cristóvão;1;4;0;False;;;;;;
1458;348;575;CDD-São Cristóvão;2;4;0;False;;;;;;
1459;348;575;CDD-São Cristóvão;3;4;0;False;;;;;;
1460;348;575;CDD-São Cristóvão;0;8;0;true;;;;;;
1461;348;575;CDD-São Cristóvão;1;8;0;False;;;;;;
1462;348;575;CDD-São Cristóvão;2;8;0;False;;;;;;
1463;348;575;CDD-São Cristóvão;3;8;0;False;;;;;;
1464;348;575;CDD-São Cristóvão;0;9;0;true;;;;;;
1465;348;575;CDD-São Cristóvão;1;9;0;true;;;;;;
1466;348;575;CDD-São Cristóvão;2;9;0;true;;;;;;
1467;348;575;CDD-São Cristóvão;3;9;0;False;;;;;;
1468;348;575;CDD-São Cristóvão;0;5;0;False;;;;;;
1469;348;575;CDD-São Cristóvão;1;5;0;False;;;;;;
1470;348;575;CDD-São Cristóvão;2;5;0;False;;;;;;
1471;348;575;CDD-São Cristóvão;3;5;0;False;;;;;;
1472;348;575;CDD-São Cristóvão;0;6;0;10;;;;;;
1473;348;575;CDD-São Cristóvão;1;6;0;10;;;;;;
1474;348;575;CDD-São Cristóvão;2;6;0;10;;;;;;
1475;348;575;CDD-São Cristóvão;3;6;0;10;;;;;;
1476;348;575;CDD-São Cristóvão;0;7;0;12;;;;;;
1477;348;575;CDD-São Cristóvão;1;7;0;12;;;;;;
1478;348;575;CDD-São Cristóvão;2;7;0;12;;;;;;
1479;348;575;CDD-São Cristóvão;3;7;0;12;;;;;;
1480;416;638;CDD-Natal;0;2;0;False;;;;;;
1481;416;638;CDD-Natal;1;2;0;False;;;;;;
1482;416;638;CDD-Natal;2;2;0;False;;;;;;
1483;416;638;CDD-Natal;3;2;0;False;;;;;;
1484;416;638;CDD-Natal;0;10;0;true;;;;;;
1485;416;638;CDD-Natal;1;10;0;False;;;;;;
1486;416;638;CDD-Natal;2;10;0;False;;;;;;
1487;416;638;CDD-Natal;3;10;0;False;;;;;;
1488;416;638;CDD-Natal;0;3;0;true;;;;;;
1489;416;638;CDD-Natal;1;3;0;False;;;;;;
1490;416;638;CDD-Natal;2;3;0;False;;;;;;
1491;416;638;CDD-Natal;3;3;0;False;;;;;;
1492;416;638;CDD-Natal;0;4;0;true;;;;;;
1493;416;638;CDD-Natal;1;4;0;False;;;;;;
1494;416;638;CDD-Natal;2;4;0;False;;;;;;
1495;416;638;CDD-Natal;3;4;0;False;;;;;;
1496;416;638;CDD-Natal;0;8;0;true;;;;;;
1497;416;638;CDD-Natal;1;8;0;False;;;;;;
1498;416;638;CDD-Natal;2;8;0;False;;;;;;
1499;416;638;CDD-Natal;3;8;0;False;;;;;;
1500;416;638;CDD-Natal;0;9;0;False;;;;;;
1501;416;638;CDD-Natal;1;9;0;False;;;;;;
1502;416;638;CDD-Natal;2;9;0;False;;;;;;
1503;416;638;CDD-Natal;3;9;0;False;;;;;;
1504;416;638;CDD-Natal;0;5;0;False;;;;;;
1505;416;638;CDD-Natal;1;5;0;False;;;;;;
1506;416;638;CDD-Natal;2;5;0;False;;;;;;
1507;416;638;CDD-Natal;3;5;0;False;;;;;;
1508;416;638;CDD-Natal;0;6;0;0;;;;;;
1509;416;638;CDD-Natal;1;6;0;0;;;;;;
1510;416;638;CDD-Natal;2;6;0;0;;;;;;
1511;416;638;CDD-Natal;3;6;0;0;;;;;;
1512;416;638;CDD-Natal;0;7;0;0;;;;;;
1513;416;638;CDD-Natal;1;7;0;0;;;;;;
1514;416;638;CDD-Natal;2;7;0;0;;;;;;
1515;416;638;CDD-Natal;3;7;0;0;;;;;;
1516;464;52;CDD-Guanambi;0;2;0;False;;;;;;
1517;464;52;CDD-Guanambi;1;2;0;False;;;;;;
1518;464;52;CDD-Guanambi;2;2;0;False;;;;;;
1519;464;52;CDD-Guanambi;3;2;0;False;;;;;;
1520;464;52;CDD-Guanambi;0;10;0;true;;;;;;
1521;464;52;CDD-Guanambi;1;10;0;False;;;;;;
1522;464;52;CDD-Guanambi;2;10;0;False;;;;;;
1523;464;52;CDD-Guanambi;3;10;0;False;;;;;;
1524;464;52;CDD-Guanambi;0;3;0;true;;;;;;
1525;464;52;CDD-Guanambi;1;3;0;False;;;;;;
1526;464;52;CDD-Guanambi;2;3;0;False;;;;;;
1527;464;52;CDD-Guanambi;3;3;0;False;;;;;;
1528;464;52;CDD-Guanambi;0;4;0;true;;;;;;
1529;464;52;CDD-Guanambi;1;4;0;False;;;;;;
1530;464;52;CDD-Guanambi;2;4;0;False;;;;;;
1531;464;52;CDD-Guanambi;3;4;0;False;;;;;;
1532;464;52;CDD-Guanambi;0;8;0;true;;;;;;
1533;464;52;CDD-Guanambi;1;8;0;False;;;;;;
1534;464;52;CDD-Guanambi;2;8;0;False;;;;;;
1535;464;52;CDD-Guanambi;3;8;0;False;;;;;;
1536;464;52;CDD-Guanambi;0;9;0;False;;;;;;
1537;464;52;CDD-Guanambi;1;9;0;False;;;;;;
1538;464;52;CDD-Guanambi;2;9;0;False;;;;;;
1539;464;52;CDD-Guanambi;3;9;0;False;;;;;;
1540;464;52;CDD-Guanambi;0;5;0;False;;;;;;
1541;464;52;CDD-Guanambi;1;5;0;False;;;;;;
1542;464;52;CDD-Guanambi;2;5;0;False;;;;;;
1543;464;52;CDD-Guanambi;3;5;0;False;;;;;;
1544;464;52;CDD-Guanambi;0;6;0;0;;;;;;
1545;464;52;CDD-Guanambi;1;6;0;0;;;;;;
1546;464;52;CDD-Guanambi;2;6;0;0;;;;;;
1547;464;52;CDD-Guanambi;3;6;0;0;;;;;;
1548;464;52;CDD-Guanambi;0;7;0;0;;;;;;
1549;464;52;CDD-Guanambi;1;7;0;0;;;;;;
1550;464;52;CDD-Guanambi;2;7;0;0;;;;;;
1551;464;52;CDD-Guanambi;3;7;0;0;;;;;;
1552;419;295;CDD-Barreiras;0;2;0;False;;;;;;
1553;419;295;CDD-Barreiras;1;2;0;False;;;;;;
1554;419;295;CDD-Barreiras;2;2;0;False;;;;;;
1555;419;295;CDD-Barreiras;3;2;0;False;;;;;;
1556;419;295;CDD-Barreiras;0;10;0;False;;;;;;
1557;419;295;CDD-Barreiras;1;10;0;False;;;;;;
1558;419;295;CDD-Barreiras;2;10;0;False;;;;;;
1559;419;295;CDD-Barreiras;3;10;0;False;;;;;;
1560;419;295;CDD-Barreiras;0;3;0;False;;;;;;
1561;419;295;CDD-Barreiras;1;3;0;False;;;;;;
1562;419;295;CDD-Barreiras;2;3;0;False;;;;;;
1563;419;295;CDD-Barreiras;3;3;0;False;;;;;;
1564;419;295;CDD-Barreiras;0;4;0;False;;;;;;
1565;419;295;CDD-Barreiras;1;4;0;False;;;;;;
1566;419;295;CDD-Barreiras;2;4;0;False;;;;;;
1567;419;295;CDD-Barreiras;3;4;0;False;;;;;;
1568;419;295;CDD-Barreiras;0;8;0;False;;;;;;
1569;419;295;CDD-Barreiras;1;8;0;False;;;;;;
1570;419;295;CDD-Barreiras;2;8;0;False;;;;;;
1571;419;295;CDD-Barreiras;3;8;0;False;;;;;;
1572;419;295;CDD-Barreiras;0;9;0;False;;;;;;
1573;419;295;CDD-Barreiras;1;9;0;False;;;;;;
1574;419;295;CDD-Barreiras;2;9;0;False;;;;;;
1575;419;295;CDD-Barreiras;3;9;0;False;;;;;;
1576;419;295;CDD-Barreiras;0;5;0;False;;;;;;
1577;419;295;CDD-Barreiras;1;5;0;False;;;;;;
1578;419;295;CDD-Barreiras;2;5;0;False;;;;;;
1579;419;295;CDD-Barreiras;3;5;0;False;;;;;;
1580;419;295;CDD-Barreiras;0;6;0;0;;;;;;
1581;419;295;CDD-Barreiras;1;6;0;0;;;;;;
1582;419;295;CDD-Barreiras;2;6;0;0;;;;;;
1583;419;295;CDD-Barreiras;3;6;0;0;;;;;;
1584;419;295;CDD-Barreiras;0;7;0;0;;;;;;
1585;419;295;CDD-Barreiras;1;7;0;0;;;;;;
1586;419;295;CDD-Barreiras;2;7;0;0;;;;;;
1587;419;295;CDD-Barreiras;3;7;0;0;;;;;;
1588;250;469;CDD Joinville;0;2;0;False;;;;;;
1589;250;469;CDD Joinville;1;2;0;False;;;;;;
1590;250;469;CDD Joinville;2;2;0;False;;;;;;
1591;250;469;CDD Joinville;3;2;0;False;;;;;;
1592;250;469;CDD Joinville;0;10;0;true;;;;;;
1593;250;469;CDD Joinville;1;10;0;False;;;;;;
1594;250;469;CDD Joinville;2;10;0;False;;;;;;
1595;250;469;CDD Joinville;3;10;0;False;;;;;;
1596;250;469;CDD Joinville;0;3;0;true;;;;;;
1597;250;469;CDD Joinville;1;3;0;False;;;;;;
1598;250;469;CDD Joinville;2;3;0;False;;;;;;
1599;250;469;CDD Joinville;3;3;0;False;;;;;;
1600;250;469;CDD Joinville;0;4;0;true;;;;;;
1601;250;469;CDD Joinville;1;4;0;False;;;;;;
1602;250;469;CDD Joinville;2;4;0;False;;;;;;
1603;250;469;CDD Joinville;3;4;0;False;;;;;;
1604;250;469;CDD Joinville;0;8;0;true;;;;;;
1605;250;469;CDD Joinville;1;8;0;False;;;;;;
1606;250;469;CDD Joinville;2;8;0;False;;;;;;
1607;250;469;CDD Joinville;3;8;0;False;;;;;;
1608;250;469;CDD Joinville;0;9;0;true;;;;;;
1609;250;469;CDD Joinville;1;9;0;true;;;;;;
1610;250;469;CDD Joinville;2;9;0;true;;;;;;
1611;250;469;CDD Joinville;3;9;0;False;;;;;;
1612;250;469;CDD Joinville;0;5;0;False;;;;;;
1613;250;469;CDD Joinville;1;5;0;False;;;;;;
1614;250;469;CDD Joinville;2;5;0;False;;;;;;
1615;250;469;CDD Joinville;3;5;0;False;;;;;;
1616;250;469;CDD Joinville;0;6;0;0;;;;;;
1617;250;469;CDD Joinville;1;6;0;0;;;;;;
1618;250;469;CDD Joinville;2;6;0;0;;;;;;
1619;250;469;CDD Joinville;3;6;0;0;;;;;;
1620;250;469;CDD Joinville;0;7;0;0;;;;;;
1621;250;469;CDD Joinville;1;7;0;0;;;;;;
1622;250;469;CDD Joinville;2;7;0;0;;;;;;
1623;250;469;CDD Joinville;3;7;0;0;;;;;;
1624;430;118;CDD-Pelotas;0;2;0;False;;;;;;
1625;430;118;CDD-Pelotas;1;2;0;False;;;;;;
1626;430;118;CDD-Pelotas;2;2;0;False;;;;;;
1627;430;118;CDD-Pelotas;3;2;0;False;;;;;;
1628;430;118;CDD-Pelotas;0;10;0;true;;;;;;
1629;430;118;CDD-Pelotas;1;10;0;False;;;;;;
1630;430;118;CDD-Pelotas;2;10;0;False;;;;;;
1631;430;118;CDD-Pelotas;3;10;0;False;;;;;;
1632;430;118;CDD-Pelotas;0;3;0;true;;;;;;
1633;430;118;CDD-Pelotas;1;3;0;False;;;;;;
1634;430;118;CDD-Pelotas;2;3;0;False;;;;;;
1635;430;118;CDD-Pelotas;3;3;0;False;;;;;;
1636;430;118;CDD-Pelotas;0;4;0;true;;;;;;
1637;430;118;CDD-Pelotas;1;4;0;False;;;;;;
1638;430;118;CDD-Pelotas;2;4;0;False;;;;;;
1639;430;118;CDD-Pelotas;3;4;0;False;;;;;;
1640;430;118;CDD-Pelotas;0;8;0;true;;;;;;
1641;430;118;CDD-Pelotas;1;8;0;False;;;;;;
1642;430;118;CDD-Pelotas;2;8;0;False;;;;;;
1643;430;118;CDD-Pelotas;3;8;0;False;;;;;;
1644;430;118;CDD-Pelotas;0;9;0;true;;;;;;
1645;430;118;CDD-Pelotas;1;9;0;False;;;;;;
1646;430;118;CDD-Pelotas;2;9;0;False;;;;;;
1647;430;118;CDD-Pelotas;3;9;0;False;;;;;;
1648;430;118;CDD-Pelotas;0;5;0;False;;;;;;
1649;430;118;CDD-Pelotas;1;5;0;False;;;;;;
1650;430;118;CDD-Pelotas;2;5;0;False;;;;;;
1651;430;118;CDD-Pelotas;3;5;0;False;;;;;;
1652;430;118;CDD-Pelotas;0;6;0;0;;;;;;
1653;430;118;CDD-Pelotas;1;6;0;0;;;;;;
1654;430;118;CDD-Pelotas;2;6;0;0;;;;;;
1655;430;118;CDD-Pelotas;3;6;0;0;;;;;;
1656;430;118;CDD-Pelotas;0;7;0;0;;;;;;
1657;430;118;CDD-Pelotas;1;7;0;0;;;;;;
1658;430;118;CDD-Pelotas;2;7;0;0;;;;;;
1659;430;118;CDD-Pelotas;3;7;0;0;;;;;;
1660;474;88;CDD-Uberaba;0;2;0;False;;;;;;
1661;474;88;CDD-Uberaba;1;2;0;False;;;;;;
1662;474;88;CDD-Uberaba;2;2;0;False;;;;;;
1663;474;88;CDD-Uberaba;3;2;0;False;;;;;;
1664;474;88;CDD-Uberaba;0;10;0;true;;;;;;
1665;474;88;CDD-Uberaba;1;10;0;False;;;;;;
1666;474;88;CDD-Uberaba;2;10;0;False;;;;;;
1667;474;88;CDD-Uberaba;3;10;0;False;;;;;;
1668;474;88;CDD-Uberaba;0;3;0;true;;;;;;
1669;474;88;CDD-Uberaba;1;3;0;False;;;;;;
1670;474;88;CDD-Uberaba;2;3;0;False;;;;;;
1671;474;88;CDD-Uberaba;3;3;0;False;;;;;;
1672;474;88;CDD-Uberaba;0;4;0;true;;;;;;
1673;474;88;CDD-Uberaba;1;4;0;False;;;;;;
1674;474;88;CDD-Uberaba;2;4;0;False;;;;;;
1675;474;88;CDD-Uberaba;3;4;0;False;;;;;;
1676;474;88;CDD-Uberaba;0;8;0;true;;;;;;
1677;474;88;CDD-Uberaba;1;8;0;False;;;;;;
1678;474;88;CDD-Uberaba;2;8;0;False;;;;;;
1679;474;88;CDD-Uberaba;3;8;0;False;;;;;;
1680;474;88;CDD-Uberaba;0;9;0;False;;;;;;
1681;474;88;CDD-Uberaba;1;9;0;False;;;;;;
1682;474;88;CDD-Uberaba;2;9;0;False;;;;;;
1683;474;88;CDD-Uberaba;3;9;0;False;;;;;;
1684;474;88;CDD-Uberaba;0;5;0;False;;;;;;
1685;474;88;CDD-Uberaba;1;5;0;False;;;;;;
1686;474;88;CDD-Uberaba;2;5;0;False;;;;;;
1687;474;88;CDD-Uberaba;3;5;0;False;;;;;;
1688;474;88;CDD-Uberaba;0;6;0;0;;;;;;
1689;474;88;CDD-Uberaba;1;6;0;0;;;;;;
1690;474;88;CDD-Uberaba;2;6;0;0;;;;;;
1691;474;88;CDD-Uberaba;3;6;0;0;;;;;;
1692;474;88;CDD-Uberaba;0;7;0;0;;;;;;
1693;474;88;CDD-Uberaba;1;7;0;0;;;;;;
1694;474;88;CDD-Uberaba;2;7;0;0;;;;;;
1695;474;88;CDD-Uberaba;3;7;0;0;;;;;;
1696;406;710;CDD-BrasiliaXB;0;10;0;true;;;;;;
1697;406;710;CDD-BrasiliaXB;1;10;0;False;;;;;;
1698;406;710;CDD-BrasiliaXB;2;10;0;False;;;;;;
1699;406;710;CDD-BrasiliaXB;3;10;0;False;;;;;;
1700;406;710;CDD-BrasiliaXB;0;8;0;true;;;;;;
1701;406;710;CDD-BrasiliaXB;1;8;0;False;;;;;;
1702;406;710;CDD-BrasiliaXB;2;8;0;true;;;;;;
1703;406;710;CDD-BrasiliaXB;3;8;0;False;;;;;;
1704;406;710;CDD-BrasiliaXB;0;9;0;true;;;;;;
1705;406;710;CDD-BrasiliaXB;1;9;0;False;;;;;;
1706;406;710;CDD-BrasiliaXB;2;9;0;False;;;;;;
1707;406;710;CDD-BrasiliaXB;3;9;0;False;;;;;;
1708;406;710;CDD-BrasiliaXB;0;5;0;False;;;;;;
1709;406;710;CDD-BrasiliaXB;1;5;0;False;;;;;;
1710;406;710;CDD-BrasiliaXB;2;5;0;False;;;;;;
1711;406;710;CDD-BrasiliaXB;3;5;0;False;;;;;;
1712;406;710;CDD-BrasiliaXB;0;6;0;10;;;;;;
1713;406;710;CDD-BrasiliaXB;1;6;0;10;;;;;;
1714;406;710;CDD-BrasiliaXB;2;6;0;10;;;;;;
1715;406;710;CDD-BrasiliaXB;3;6;0;10;;;;;;
1716;406;710;CDD-BrasiliaXB;0;7;0;12;;;;;;
1717;406;710;CDD-BrasiliaXB;1;7;0;12;;;;;;
1718;406;710;CDD-BrasiliaXB;2;7;0;12;;;;;;
1719;406;710;CDD-BrasiliaXB;3;7;0;12;;;;;;
1720;404;763;CDD-Araraquara ;0;2;0;False;;;;;;
1721;404;763;CDD-Araraquara ;1;2;0;False;;;;;;
1722;404;763;CDD-Araraquara ;2;2;0;False;;;;;;
1723;404;763;CDD-Araraquara ;3;2;0;False;;;;;;
1724;404;763;CDD-Araraquara ;0;10;0;true;;;;;;
1725;404;763;CDD-Araraquara ;1;10;0;False;;;;;;
1726;404;763;CDD-Araraquara ;2;10;0;False;;;;;;
1727;404;763;CDD-Araraquara ;3;10;0;False;;;;;;
1728;404;763;CDD-Araraquara ;0;3;0;true;;;;;;
1729;404;763;CDD-Araraquara ;1;3;0;False;;;;;;
1730;404;763;CDD-Araraquara ;2;3;0;False;;;;;;
1731;404;763;CDD-Araraquara ;3;3;0;False;;;;;;
1732;404;763;CDD-Araraquara ;0;4;0;true;;;;;;
1733;404;763;CDD-Araraquara ;1;4;0;False;;;;;;
1734;404;763;CDD-Araraquara ;2;4;0;False;;;;;;
1735;404;763;CDD-Araraquara ;3;4;0;False;;;;;;
1736;404;763;CDD-Araraquara ;0;8;0;true;;;;;;
1737;404;763;CDD-Araraquara ;1;8;0;False;;;;;;
1738;404;763;CDD-Araraquara ;2;8;0;False;;;;;;
1739;404;763;CDD-Araraquara ;3;8;0;False;;;;;;
1740;404;763;CDD-Araraquara ;0;9;0;False;;;;;;
1741;404;763;CDD-Araraquara ;1;9;0;False;;;;;;
1742;404;763;CDD-Araraquara ;2;9;0;False;;;;;;
1743;404;763;CDD-Araraquara ;3;9;0;False;;;;;;
1744;404;763;CDD-Araraquara ;0;5;0;False;;;;;;
1745;404;763;CDD-Araraquara ;1;5;0;False;;;;;;
1746;404;763;CDD-Araraquara ;2;5;0;False;;;;;;
1747;404;763;CDD-Araraquara ;3;5;0;False;;;;;;
1748;404;763;CDD-Araraquara ;0;6;0;0;;;;;;
1749;404;763;CDD-Araraquara ;1;6;0;0;;;;;;
1750;404;763;CDD-Araraquara ;2;6;0;0;;;;;;
1751;404;763;CDD-Araraquara ;3;6;0;0;;;;;;
1752;404;763;CDD-Araraquara ;0;7;0;0;;;;;;
1753;404;763;CDD-Araraquara ;1;7;0;0;;;;;;
1754;404;763;CDD-Araraquara ;2;7;0;0;;;;;;
1755;404;763;CDD-Araraquara ;3;7;0;0;;;;;;
1756;451;835;CDD-Poços de Caldas;0;2;0;False;;;;;;
1757;451;835;CDD-Poços de Caldas;1;2;0;False;;;;;;
1758;451;835;CDD-Poços de Caldas;2;2;0;False;;;;;;
1759;451;835;CDD-Poços de Caldas;3;2;0;False;;;;;;
1760;451;835;CDD-Poços de Caldas;0;10;0;true;;;;;;
1761;451;835;CDD-Poços de Caldas;1;10;0;False;;;;;;
1762;451;835;CDD-Poços de Caldas;2;10;0;False;;;;;;
1763;451;835;CDD-Poços de Caldas;3;10;0;False;;;;;;
1764;451;835;CDD-Poços de Caldas;0;3;0;true;;;;;;
1765;451;835;CDD-Poços de Caldas;1;3;0;False;;;;;;
1766;451;835;CDD-Poços de Caldas;2;3;0;False;;;;;;
1767;451;835;CDD-Poços de Caldas;3;3;0;False;;;;;;
1768;451;835;CDD-Poços de Caldas;0;4;0;true;;;;;;
1769;451;835;CDD-Poços de Caldas;1;4;0;False;;;;;;
1770;451;835;CDD-Poços de Caldas;2;4;0;False;;;;;;
1771;451;835;CDD-Poços de Caldas;3;4;0;False;;;;;;
1772;451;835;CDD-Poços de Caldas;0;8;0;true;;;;;;
1773;451;835;CDD-Poços de Caldas;1;8;0;False;;;;;;
1774;451;835;CDD-Poços de Caldas;2;8;0;False;;;;;;
1775;451;835;CDD-Poços de Caldas;3;8;0;False;;;;;;
1776;451;835;CDD-Poços de Caldas;0;9;0;true;;;;;;
1777;451;835;CDD-Poços de Caldas;1;9;0;true;;;;;;
1778;451;835;CDD-Poços de Caldas;2;9;0;true;;;;;;
1779;451;835;CDD-Poços de Caldas;3;9;0;False;;;;;;
1780;451;835;CDD-Poços de Caldas;0;5;0;False;;;;;;
1781;451;835;CDD-Poços de Caldas;1;5;0;False;;;;;;
1782;451;835;CDD-Poços de Caldas;2;5;0;False;;;;;;
1783;451;835;CDD-Poços de Caldas;3;5;0;False;;;;;;
1784;451;835;CDD-Poços de Caldas;0;6;0;0;;;;;;
1785;451;835;CDD-Poços de Caldas;1;6;0;0;;;;;;
1786;451;835;CDD-Poços de Caldas;2;6;0;0;;;;;;
1787;451;835;CDD-Poços de Caldas;3;6;0;0;;;;;;
1788;451;835;CDD-Poços de Caldas;0;7;0;0;;;;;;
1789;451;835;CDD-Poços de Caldas;1;7;0;0;;;;;;
1790;451;835;CDD-Poços de Caldas;2;7;0;0;;;;;;
1791;451;835;CDD-Poços de Caldas;3;7;0;0;;;;;;
1826;272;1999_old;(Desativado) CDD-ZHB;0;2;0;False;;;;;;
1827;272;1999_old;(Desativado) CDD-ZHB;1;2;0;False;;;;;;
1828;272;1999_old;(Desativado) CDD-ZHB;2;2;0;False;;;;;;
1829;272;1999_old;(Desativado) CDD-ZHB;3;2;0;False;;;;;;
1830;272;1999_old;(Desativado) CDD-ZHB;0;10;0;False;;;;;;
